,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,76626,Gene,Dyker,Gene Dyker,"Dyker, Gene",G. Dyker,1930-02-17T00:00:00,DePaul,USA,DePaul/USA,6-6,225,0,5,Forward,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_gene_dyker,1953,1953,N,Y,Y,1953,,
0,202406,Jerome,Dyson,Jerome Dyson,"Dyson, Jerome",J. Dyson,1987-05-01T00:00:00,Connecticut,USA,Connecticut/USA,6-3,180,1,11,Guard,Active,1610612740,Hornets,NOH,pelicans,New Orleans,jerome_dyson,2011,2011,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,289,Ledell,Eackles,Ledell Eackles,"Eackles, Ledell",L. Eackles,1966-11-24T00:00:00,New Orleans,USA,San Jacinto Coll. TX (J.C.); New Orleans/USA,6-5,231,6,21,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,ledell_eackles,1988,1997,N,Y,Y,1988,2,36
0,76628,Jim,Eakins,Jim Eakins,"Eakins, Jim",J. Eakins,1946-05-24T00:00:00,Brigham Young,USA,Brigham Young/USA,6-11,215,1,24,Center,Active,1610612758,Kings,KCK,kings,Kansas City,HISTADD_jimbo_eakins,1976,1977,N,Y,Y,1968,5,57
0,768,Acie,Earl,Acie Earl,"Earl, Acie",A. Earl,1970-06-23T00:00:00,Iowa,USA,Iowa/USA,6-11,240,3,55,Forward-Center,Active,1610612738,Celtics,BOS,celtics,Boston,acie_earl,1993,1996,N,Y,Y,1993,1,19
0,76630,Ed,Earle,Ed Earle,"Earle, Ed",E. Earle,1927-04-28T00:00:00,Loyola-Chicago,USA,Loyola (Chicago)/USA,6-3,190,0,6,Forward,Active,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_ed_earle,1953,1953,N,Y,Y,Undrafted,Undrafted,Undrafted
0,203921,Cleanthony,Early,Cleanthony Early,"Early, Cleanthony",C. Early,1991-04-17T00:00:00,Wichita State,USA,Wichita State/USA,6-8,210,2,11,Forward,Active,1610612752,Knicks,NYK,knicks,New York,cleanthony_early,2014,2015,Y,Y,Y,2014,2,34
0,76631,Mark,Eaton,Mark Eaton,"Eaton, Mark",M. Eaton,1957-01-24T00:00:00,UCLA,USA,Cypress Coll. CA (J.C.); UCLA/USA,7-4,275,10,53,Center,Active,1610612762,Jazz,UTA,jazz,Utah,HISTADD_mark_eaton,1982,1992,N,Y,Y,1982,4,72
0,76632,Jerry,Eaves,Jerry Eaves,"Eaves, Jerry",J. Eaves,1959-02-08T00:00:00,Louisville,USA,Louisville/USA,6-4,180,3,22,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,HISTADD_jerry_eaves,1982,1986,N,Y,Y,1982,3,55
0,202365,Devin,Ebanks,Devin Ebanks,"Ebanks, Devin",D. Ebanks,1989-10-28T00:00:00,West Virginia,USA,West Virginia/USA,6-9,215,3,3,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,devin_ebanks,2010,2012,Y,Y,Y,2010,2,43
0,76633,Bill,Ebben,Bill Ebben,"Ebben, Bill",B. Ebben,1935-10-07T00:00:00,Detroit Mercy,USA,Detroit/USA,6-4,190,0,6,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bill_ebben,1957,1957,N,Y,Y,1957,3,18
0,76634,Al,Eberhard,Al Eberhard,"Eberhard, Al",A. Eberhard,1952-05-10T00:00:00,Missouri,USA,Missouri/USA,6-6,225,3,44,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_al_eberhard,1974,1977,N,Y,Y,1974,1,15
0,2569,Ndudi,Ebi,Ndudi Ebi,"Ebi, Ndudi",N. Ebi,1984-06-18T00:00:00,Westbury Christian HS (TX),USA,Westbury Christian HS (TX)/USA,6-9,195,2,44,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ndudi_ebi,2003,2004,Y,Y,Y,2003,1,26
0,204067,Jarell,Eddie,Jarell Eddie,"Eddie, Jarell",J. Eddie,1991-10-30T00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-7,218,2,31,Guard-Forward,Active,1610612764,Wizards,WAS,wizards,Washington,jarell_eddie,2015,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,76635,Patrick,Eddie,Patrick Eddie,"Eddie, Patrick",P. Eddie,1967-12-27T00:00:00,Mississippi,USA,Arkansas State; Mississippi/USA,6-11,240,0,41,Center,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_patrick_eddie,1991,1991,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76636,Thomas,Eddleman,Thomas Eddleman,"Eddleman, Thomas",T. Eddleman,1922-12-27T00:00:00,Illinois,USA,Illinois/USA,6-2,189,3,12,Forward,Active,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_dike_eddleman,1949,1952,N,Y,Y,1949,3,
0,76637,Kent,Edelin,Kent Edelin,"Edelin, Kent",K. Edelin,1962-05-24T00:00:00,Virginia,USA,Virginia/USA,6-8,205,0,,Forward,Active,1610612754,Pacers,IND,pacers,Indiana,HISTADD_kent_edelin,1984,1984,N,Y,Y,1984,7,140
0,76638,Keith,Edmonson,Keith Edmonson,"Edmonson, Keith",K. Edmonson,1960-09-28T00:00:00,Purdue,USA,Purdue/USA,6-5,195,1,10,Guard,Active,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_keith_edmonson,1982,1983,N,Y,Y,1982,1,10
0,721,Tyus,Edney,Tyus Edney,"Edney, Tyus",T. Edney,1973-02-14T00:00:00,UCLA,USA,UCLA/USA,5-10,166,3,2,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,tyus_edney,1995,2000,N,Y,Y,1995,2,47
0,76646,Bill,Edwards,Bill Edwards,"Edwards, Bill",B. Edwards,1971-09-22T00:00:00,Wright State,USA,Wright State/USA,6-8,215,0,40,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_bill_edwards,1993,1993,N,Y,Y,Undrafted,Undrafted,Undrafted
0,898,Blue,Edwards,Blue Edwards,"Edwards, Blue",B. Edwards,1965-10-31T00:00:00,East Carolina,USA,Louisburg; East Carolina/USA,,,9,,,Inactive,0,,,,,blue_edwards,1989,1998,N,Y,Y,1989,1,21
0,2451,Corsley,Edwards,Corsley Edwards,"Edwards, Corsley",C. Edwards,1979-03-05T00:00:00,Central Connecticut State, ,Central Connecticut State '02/USA,,,0,,,Inactive,0,,,,,corsley_edwards,2002,2004,Y,Y,Y,2002,2,57
0,346,Doug,Edwards,Doug Edwards,"Edwards, Doug",D. Edwards,1971-01-21T00:00:00,Florida State,USA,Florida State/USA,6-7,235,2,32,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,doug_edwards,1993,1995,N,Y,Y,1993,1,15
0,76641,Franklin,Edwards,Franklin Edwards,"Edwards, Franklin",F. Edwards,1959-02-02T00:00:00,Cleveland State,USA,Cleveland State/USA,6-1,170,6,10,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_franklin_edwards,1981,1987,N,Y,Y,1981,1,22
0,229,James,Edwards,James Edwards,"Edwards, James",J. Edwards,1955-11-22T00:00:00,Washington,USA,Washington/USA,7-1,252,18,53,Center,Active,1610612754,Pacers,IND,pacers,Indiana,james_edwards,1977,1995,N,Y,Y,1977,3,46
0,76643,Jay,Edwards,Jay Edwards,"Edwards, Jay",J. Edwards,1969-01-03T00:00:00,Indiana,USA,Indiana/USA,6-4,185,0,3,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_jay_edwards,1989,1989,N,Y,Y,1989,2,33
0,2823,John,Edwards,John Edwards,"Edwards, John",J. Edwards,1981-07-31T00:00:00,Kent State,USA,Kent State/USA,7-0,275,2,54,Center,Active,1610612737,Hawks,ATL,hawks,Atlanta,john_edwards,2004,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,236,Kevin,Edwards,Kevin Edwards,"Edwards, Kevin",K. Edwards,1965-10-30T00:00:00,DePaul,USA,Lakeland CC OH; DePaul/USA,6-3,210,10,21,Guard,Active,1610612748,Heat,MIA,heat,Miami,kevin_edwards,1988,2000,N,Y,Y,1988,1,20
0,202197,Shane,Edwards,Shane Edwards,"Edwards, Shane",S. Edwards,1987-05-31T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,,,0,,,Inactive,0,,,,,shane_edwards,2013,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629053,Vincent,Edwards,Vincent Edwards,"Edwards, Vincent",V. Edwards,1996-04-05T00:00:00,Purdue,USA,Purdue University/USA,6-8,225,0,12,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,vincent_edwards,2018,2018,Y,Y,Y,2018,2,52
0,76647,Johnny,Egan,Johnny Egan,"Egan, Johnny",J. Egan,1939-01-31T00:00:00,Providence,USA,Providence/USA,6-0,180,10,21,Guard,Active,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_johnny_egan,1961,1971,N,Y,Y,1961,2,12
0,76648,Lonnie,Eggleston,Lonnie Eggleston,"Eggleston, Lonnie",L. Eggleston,1918-06-08T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-0,170,0,,Guard,Active,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_lonnie_eggleston,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76649,Eddie,Ehlers,Eddie Ehlers,"Ehlers, Eddie",E. Ehlers,1923-03-10T00:00:00,Purdue,USA,Purdue/USA,6-3,198,1,14,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bulbs_ehlers,1947,1948,N,Y,Y,1947,1,3
0,378,Craig,Ehlo,Craig Ehlo,"Ehlo, Craig",C. Ehlo,1961-08-11T00:00:00,Washington State,USA,Odessa Coll. TX (J.C.); Washington State/USA,,,13,,,Inactive,0,,,,,craig_ehlo,1983,1996,N,Y,Y,1983,3,48
0,76651,Dick,Eichhorst,Dick Eichhorst,"Eichhorst, Dick",D. Eichhorst,1933-10-21T00:00:00,Southeast Missouri State,USA,Southeast Missouri State/USA,6-3,200,0, ,Guard,Active,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_dick_eichhorst,1961,1961,N,Y,Y,Undrafted,Undrafted,Undrafted
0,458,Howard,Eisley,Howard Eisley,"Eisley, Howard",H. Eisley,1972-12-04T00:00:00,Boston College,USA,Boston College/USA,6-2,185,11,10,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,howard_eisley,1994,2005,N,Y,Y,1994,2,30
0,1918,Obinna,Ekezie,Obinna Ekezie,"Ekezie, Obinna",O. Ekezie,1975-08-22T00:00:00,Maryland,Nigeria,Maryland/Nigeria,,,4,,,Inactive,0,,,,,obinna_ekezie,1999,2004,N,Y,Y,1999,2,37
0,2064,Khalid,El-Amin,Khalid El-Amin,"El-Amin, Khalid",K. El-Amin,1979-04-25T00:00:00,Connecticut,USA,Connecticut ''01/USA,5-10,200,1,11,Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,khalid_el-amin,2000,2002,N,Y,Y,2000,2,34
0,76653,Don,Eliason,Don Eliason,"Eliason, Don",D. Eliason,1918-07-24T00:00:00,Hamline,USA,Hamline/USA,6-2,210,0,14,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_don_eliason,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted
0,53,Mario,Elie,Mario Elie,"Elie, Mario",M. Elie,1963-11-26T00:00:00,American International,USA,American International/USA,6-5,225,10,17,Guard-Forward,Active,1610612745,Rockets,HOU,rockets,Houston,mario_elie,1990,2000,N,Y,Y,1985,7,160
0,76655,Ray,Ellefson,Ray Ellefson,"Ellefson, Ray",R. Ellefson,1922-11-18T00:00:00,West Texas A&M,USA,Oklahoma State; Colorado; West Texas A&M/USA,6-8,230,1, ,Center,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_ray_ellefson,1948,1950,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1627740,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,1997-01-13T00:00:00,Marquette,USA,Marquette/USA,6-11,245,2,8,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,henry_ellenson,2016,2018,Y,Y,Y,2016,1,18
0,201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-5,200,9,2,Guard,Active,1610612748,Heat,MIA,heat,Miami,wayne_ellington,2009,2018,N,Y,Y,2009,1,28
0,76656,Bob,Elliott,Bob Elliott,"Elliott, Bob",B. Elliott,1955-08-18T00:00:00,Arizona,USA,Arizona/USA,6-9,225,2,54,Center,Active,1610612751,Nets,NJN,nets,New Jersey,HISTADD_bob_elliott,1978,1980,N,Y,Y,1977,2,42
0,251,Sean,Elliott,Sean Elliott,"Elliott, Sean",S. Elliott,1968-02-02T00:00:00,Arizona,USA,Arizona/USA,6-8,220,11,32,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,sean_elliott,1989,2000,N,Y,Y,1989,1,3
0,76658,Alexander,Ellis,Alexander Ellis,"Ellis, Alexander",A. Ellis,1936-02-11T00:00:00,Niagara,USA,Niagara/USA,6-5,185,1,30,Forward,Active,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_boo_ellis,1958,1959,N,Y,Y,1958,3,16
0,76664,Bo,Ellis,Bo Ellis,"Ellis, Bo",B. Ellis,1954-08-08T00:00:00,Marquette,USA,Marquette/USA,6-9,197,2,31,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_bo_ellis,1977,1979,N,Y,Y,1977,1,17
0,107,Dale,Ellis,Dale Ellis,"Ellis, Dale",D. Ellis,1960-08-06T00:00:00,Tennessee,USA,Tennessee/USA,,,16,,,Inactive,0,,,,,dale_ellis,1983,1999,N,Y,Y,1983,1,9
0,1677,Harold,Ellis,Harold Ellis,"Ellis, Harold",H. Ellis,1970-10-07T00:00:00,Morehouse,USA,Morehouse/USA,6-5,220,2,3,Forward-Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,harold_ellis,1993,1997,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76661,Joe,Ellis,Joe Ellis,"Ellis, Joe",J. Ellis,1944-05-03T00:00:00,San Francisco,USA,San Francisco/USA,6-6,175,7,31,Forward,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_joe_ellis,1966,1973,N,Y,Y,1966,2,13
0,111,LaPhonso,Ellis,LaPhonso Ellis,"Ellis, LaPhonso",L. Ellis,1970-05-05T00:00:00,Notre Dame,USA,Notre Dame ''92/USA,6-8,240,11,3,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,laphonso_ellis,1992,2002,N,Y,Y,1992,1,5
0,1034,LeRon,Ellis,LeRon Ellis,"Ellis, LeRon",L. Ellis,1969-04-28T00:00:00,Syracuse,USA,Kentucky; Syracuse/USA,6-9,225,2,28,Center,Active,1610612766,Hornets,CHH,hornets,Charlotte,leron_ellis,1991,1995,N,Y,Y,1991,1,22
0,76663,Leroy,Ellis,Leroy Ellis,"Ellis, Leroy",L. Ellis,1940-03-10T00:00:00,St. John's (NY),USA,St. John's (N.Y.)/USA,6-11,210,13,25,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_leroy_ellis,1962,1975,N,Y,Y,1962,1,6
0,101145,Monta,Ellis,Monta Ellis,"Ellis, Monta",M. Ellis,1985-10-26T00:00:00,"Lanier HS (Jackson, MS)",USA,"Lanier HS (Jackson, MS)/USA",6-3,185,12,11,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,monta_ellis,2005,2016,N,Y,Y,2005,2,40
0,442,Pervis,Ellison,Pervis Ellison,"Ellison, Pervis",P. Ellison,1967-04-03T00:00:00,Louisville,USA,Louisville/USA,,,10,,,Inactive,0,,,,,pervis_ellison,1989,2000,N,Y,Y,1989,1,1
0,600010,Len,Elmore,Len Elmore,"Elmore, Len",L. Elmore,1952-03-28T00:00:00,Maryland,USA,Maryland/USA,6-10,220,7,44,Center,Active,1610612751,Nets,NJN,nets,New Jersey,HISTADD_len_elmore,1976,1983,N,Y,Y,1974,1,13
0,1922,Francisco,Elson,Francisco Elson,"Elson, Francisco",F. Elson,1976-02-28T00:00:00,California,Netherlands,California/Netherlands,,,8,,,Inactive,0,,,,,francisco_elson,2003,2011,N,Y,Y,1999,2,41
0,76667,Darrell,Elston,Darrell Elston,"Elston, Darrell",D. Elston,1952-08-15T00:00:00,North Carolina,USA,North Carolina/USA,6-3,190,0,15,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,HISTADD_darrell_elston,1976,1976,N,Y,Y,1974,3,43
0,2408,Melvin,Ely,Melvin Ely,"Ely, Melvin",M. Ely,1978-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-10,260,8,4,Center-Forward,Active,1610612766,Bobcats,CHA,hornets,Charlotte,melvin_ely,2002,2013,Y,Y,Y,2002,1,12
0,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,250,2,21,Forward-Center,Active,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2018,N,Y,Y,2014,1,3
0,76668,Wayne,Embry,Wayne Embry,"Embry, Wayne",W. Embry,1937-03-26T00:00:00,Miami (OH),USA,Miami (Ohio)/USA,6-8,240,10,15,Center,Active,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_wayne_embry,1958,1968,N,Y,Y,1958,3,22
0,2765,Andre,Emmett,Andre Emmett,"Emmett, Andre",A. Emmett,1982-08-27T00:00:00,Texas Tech, ,Texas Tech,,,2,,,Inactive,0,,,,,andre_emmett,2004,2011,Y,Y,Y,2004,2,35
0,76669,Ned,Endress,Ned Endress,"Endress, Ned",N. Endress,1918-03-02T00:00:00,Akron,USA,Akron/USA,6-2,200,0,,Forward,Active,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_ned_endress,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76670,Chris,Engler,Chris Engler,"Engler, Chris",C. Engler,1959-03-01T00:00:00,Wyoming,USA,Minnesota; Wyoming/USA,6-11,245,4,50,Center,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_chris_engler,1982,1987,N,Y,Y,1982,3,60
0,76671,Wayne,Englestad,Wayne Englestad,"Englestad, Wayne",W. Englestad,1963-12-06T00:00:00,California-Irvine,USA,California-Irvine/USA,6-8,245,0,43,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_wayne_englestad,1988,1988,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76672,A.J.,English,A.J. English,"English, A.J.",A. English,1967-07-11T00:00:00,Virginia Union,USA,Virginia Union/USA,6-3,175,1,14,Guard,Active,1610612764,Bullets,WAS,wizards,Washington,HISTADD_aj_english,1990,1991,N,Y,Y,1990,2,37
0,76673,Alex,English,Alex English,"English, Alex",A. English,1954-01-05T00:00:00,South Carolina,USA,South Carolina/USA,6-8,190,14,2,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_alex_english,1976,1990,N,Y,Y,1976,2,23
0,76674,Claude,English,Claude English,"English, Claude",C. English,1946-12-26T00:00:00,Rhode Island,USA,Christian Coll. of the Southwest TX (J.C; Rhode Is,6-4,185,0,15,Guard,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_claude_english,1970,1970,N,Y,Y,1970,7,110
0,76676,Jojo,English,Jojo English,"English, Jojo",J. English,1970-02-04T00:00:00,South Carolina,USA,South Carolina/USA,6-4,195,2,3,Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_jo_jo_english,1992,1994,N,Y,Y,Undrafted,Undrafted,Undrafted
0,203119,Kim,English,Kim English,"English, Kim",K. English,1988-09-24T00:00:00,Missouri,USA,Missouri/USA,6-6,200,1,24,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,kim_english,2012,2012,Y,Y,Y,2012,2,44
0,76675,Scott,English,Scott English,"English, Scott",S. English,1950-10-20T00:00:00,Texas-El Paso,USA,Texas-El Paso; North Carolina/USA,6-6,205,0,14,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,HISTADD_scott_english,1972,1972,N,Y,Y,1972,3,33
0,76677,Gene,Englund,Gene Englund,"Englund, Gene",G. Englund,1917-10-21T00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,205,0,10,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_gene_englund,1949,1949,N,Y,Y,Undrafted,Undrafted,Undrafted
0,203898,Tyler,Ennis,Tyler Ennis,"Ennis, Tyler",T. Ennis,1994-08-24T00:00:00,Syracuse,Canada,Syracuse/Canada,6-3,194,3,10,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,tyler_ennis,2014,2017,Y,Y,Y,2014,1,18
0,203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,1990-07-01T00:00:00,Long Beach State,USA,Long Beach State/USA,6-7,210,4,8,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,james_ennis iii,2014,2018,Y,Y,Y,2013,2,50
0,76678,Ray,Epps,Ray Epps,"Epps, Ray",R. Epps,1956-08-20T00:00:00,Norfolk State,USA,Norfolk State/USA,6-6,195,0,32,Forward,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_ray_epps,1978,1978,N,Y,Y,1977,5,104
0,201623,Semih,Erden,Semih Erden,"Erden, Semih",S. Erden,1986-07-28T00:00:00,Turkey,Turkey,Fenerbahce Ulker/Turkey,7-0,240,2,9,Center,Active,1610612738,Celtics,BOS,celtics,Boston,semih_erden,2010,2011,N,Y,Y,2008,2,60
0,76679,Bo,Erias,Bo Erias,"Erias, Bo",B. Erias,1932-07-30T00:00:00,Niagara,USA,Niagara/USA,6-3,220,0, ,Forward,Active,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bo_erias,1957,1957,N,Y,Y,1954,5,43
0,76680,Keith,Erickson,Keith Erickson,"Erickson, Keith",K. Erickson,1944-04-19T00:00:00,UCLA,USA,UCLA/USA,6-5,195,11,14,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1965,1976,N,Y,Y,1965,3,18
0,76681,Julius,Erving,Julius Erving,"Erving, Julius",J. Erving,1950-02-22T00:00:00,Massachusetts,USA,Massachusetts/USA,6-7,200,10,6,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_julius_erving,1976,1986,N,Y,Y,1972,1,12
0,1915,Evan,Eschmeyer,Evan Eschmeyer,"Eschmeyer, Evan",E. Eschmeyer,1975-05-30T00:00:00,Northwestern,USA,Northwestern ''99/USA,6-11,250,4,00,Center,Active,1610612751,Nets,NJN,nets,New Jersey,evan_eschmeyer,1999,2003,N,Y,Y,1999,2,34
0,76682,Jack,Eskridge,Jack Eskridge,"Eskridge, Jack",J. Eskridge,1924-01-21T00:00:00,Kansas,USA,Kansas/USA,6-5,200,0,,Center,Active,1610610029,Jets,JET,jets,Indianapolis,HISTADD_jack_eskridge,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76683,Vincenzo,Esposito,Vincenzo Esposito,"Esposito, Vincenzo",V. Esposito,1969-03-01T00:00:00,,USA,No College/USA,6-3,198,0,4,Guard,Active,1610612761,Raptors,TOR,raptors,Toronto,HISTADD_vincenzo_esposito,1995,1995,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76687,Bob,Evans,Bob Evans,"Evans, Bob",B. Evans,1925-05-31T00:00:00,Butler,USA,Indiana; Butler/USA,6-2,175,0,,Guard,Active,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_bob_evans,1949,1949,N,Y,Y,1949,4,
0,967,Brian,Evans,Brian Evans,"Evans, Brian",B. Evans,1973-09-13T00:00:00,Indiana,USA,Indiana/USA,,,2,,,Inactive,0,,,,,brian_evans,1996,1998,N,Y,Y,1996,1,27
0,76685,Earl,Evans,Earl Evans,"Evans, Earl",E. Evans,1955-11-11T00:00:00,Nevada-Las Vegas,USA,USC; Nevada-Las Vegas/USA,6-8,202,0,,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_earl_evans,1979,1979,N,Y,Y,1978,8,157
0,1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,1997-06-18T00:00:00,Cincinnati,USA,University of Cincinnati/USA,6-6,210,0,10,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,jacob_evans,2018,2018,Y,Y,Y,2018,1,28
0,1628393,Jawun,Evans,Jawun Evans,"Evans, Jawun",J. Evans,1996-07-26T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-0,190,1,0,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,jawun_evans,2017,2018,Y,Y,Y,2017,2,39
0,202379,Jeremy,Evans,Jeremy Evans,"Evans, Jeremy",J. Evans,1987-10-24T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-9,200,6,6,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,jeremy_evans,2010,2017,Y,Y,Y,2010,2,55
0,2230,Maurice,Evans,Maurice Evans,"Evans, Maurice",M. Evans,1978-11-08T00:00:00,Texas,USA,Texas/USA,6-5,220,9,6,Guard-Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,maurice_evans,2001,2011,N,Y,Y,Undrafted,Undrafted,Undrafted
0,76686,Mike,Evans,Mike Evans,"Evans, Mike",M. Evans,1955-04-19T00:00:00,Kansas State,USA,Kansas State/USA,6-1,170,8,5,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_mike_evans,1979,1987,N,Y,Y,1978,1,21
0,2501,Reggie,Evans,Reggie Evans,"Evans, Reggie",R. Evans,1980-05-18T00:00:00,Iowa,USA,Iowa/USA,6-8,245,12,30,Center-Forward,Active,1610612760,SuperSonics,SEA,thunder,Seattle,reggie_evans,2002,2014,N,Y,Y,Undrafted,Undrafted,Undrafted
0,201936,Tyreke,Evans,Tyreke Evans,"Evans, Tyreke",T. Evans,1989-09-19T00:00:00,Memphis,USA,Memphis/USA,6-6,220,9,12,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,tyreke_evans,2009,2018,N,Y,Y,2009,1,4
0,101137,Daniel,Ewing,Daniel Ewing,"Ewing, Daniel",D. Ewing,1983-03-26T00:00:00,Duke,USA,Duke/USA,6-3,185,1,3,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,daniel_ewing,2005,2006,N,Y,Y,2005,2,32
0,121,Patrick,Ewing,Patrick Ewing,"Ewing, Patrick",P. Ewing,1962-08-05T00:00:00,Georgetown,Jamaica,Georgetown/Jamaica,7-0,255,16,33,Center,Active,1610612752,Knicks,NYK,knicks,New York,patrick_ewing,1985,2001,N,Y,Y,1985,1,1
0,201607,Patrick,Ewing,Patrick Ewing,"Ewing, Patrick",P. Ewing,1984-05-20T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,1,22,Forward,Active,1610612740,Hornets,NOH,pelicans,New Orleans,patrick_ewing,2010,2010,Y,Y,Y,2008,2,43
