,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,GAMES_PLAYED_FLAG,BIRTHDATE,COUNTRY,DISPLAY_FI_LAST,DLEAGUE_FLAG,DRAFT_NUMBER,DRAFT_ROUND,DRAFT_YEAR,FIRST_NAME,HEIGHT,JERSEY,LAST_AFFILIATION,LAST_NAME,NBA_FLAG,POSITION,SCHOOL,SEASON_EXP,WEIGHT
1083,346.0,"Edwards, Doug",Doug Edwards,0.0,1993,1995,doug_edwards,0.0,,,,,Y,1971-01-21T00:00:00,USA,D. Edwards,N,15,1,1993,Doug,6-7,32,Florida State/USA,Edwards,Y,Forward,Florida State,2.0,235
1084,76641.0,"Edwards, Franklin",Franklin Edwards,0.0,1981,1987,HISTADD_franklin_edwards,0.0,,,,,Y,1959-02-02T00:00:00,USA,F. Edwards,N,22,1,1981,Franklin,6-1,10,Cleveland State/USA,Edwards,Y,Guard,Cleveland State,6.0,170
1085,229.0,"Edwards, James",James Edwards,0.0,1977,1995,james_edwards,0.0,,,,,Y,1955-11-22T00:00:00,USA,J. Edwards,N,46,3,1977,James,7-1,53,Washington/USA,Edwards,Y,Center,Washington,18.0,252
1086,76643.0,"Edwards, Jay",Jay Edwards,0.0,1989,1989,HISTADD_jay_edwards,0.0,,,,,Y,1969-01-03T00:00:00,USA,J. Edwards,N,33,2,1989,Jay,6-4,3,Indiana/USA,Edwards,Y,Forward,Indiana,0.0,185
1087,2823.0,"Edwards, John",John Edwards,0.0,2004,2005,john_edwards,0.0,,,,,Y,1981-07-31T00:00:00,USA,J. Edwards,Y,Undrafted,Undrafted,Undrafted,John,7-0,54,Kent State/USA,Edwards,Y,Center,Kent State,2.0,275
1088,236.0,"Edwards, Kevin",Kevin Edwards,0.0,1988,2000,kevin_edwards,0.0,,,,,Y,1965-10-30T00:00:00,USA,K. Edwards,N,20,1,1988,Kevin,6-3,21,Lakeland CC OH; DePaul/USA,Edwards,Y,Guard,DePaul,10.0,210
1089,202197.0,"Edwards, Shane",Shane Edwards,0.0,2013,2013,shane_edwards,0.0,,,,,Y,1987-05-31T00:00:00,USA,S. Edwards,Y,Undrafted,Undrafted,Undrafted,Shane,,,Arkansas-Little Rock/USA,Edwards,Y,,Arkansas-Little Rock,0.0,
1090,1629053.0,"Edwards, Vincent",Vincent Edwards,0.0,2018,2018,vincent_edwards,0.0,,,,,Y,1996-04-05T00:00:00,USA,V. Edwards,Y,52,2,2018,Vincent,6-8,12,Purdue University/USA,Edwards,Y,Forward,Purdue,0.0,225
1091,76647.0,"Egan, Johnny",Johnny Egan,0.0,1961,1971,HISTADD_johnny_egan,0.0,,,,,Y,1939-01-31T00:00:00,USA,J. Egan,N,12,2,1961,Johnny,6-0,21,Providence/USA,Egan,Y,Guard,Providence,10.0,180
1092,76648.0,"Eggleston, Lonnie",Lonnie Eggleston,0.0,1948,1948,HISTADD_lonnie_eggleston,0.0,,,,,Y,1918-06-08T00:00:00,USA,L. Eggleston,N,Undrafted,Undrafted,Undrafted,Lonnie,6-0,,Oklahoma State/USA,Eggleston,Y,Guard,Oklahoma State,0.0,170
1093,76649.0,"Ehlers, Eddie",Eddie Ehlers,0.0,1947,1948,HISTADD_bulbs_ehlers,0.0,,,,,Y,1923-03-10T00:00:00,USA,E. Ehlers,N,3,1,1947,Eddie,6-3,14,Purdue/USA,Ehlers,Y,Guard,Purdue,1.0,198
1094,378.0,"Ehlo, Craig",Craig Ehlo,0.0,1983,1996,craig_ehlo,0.0,,,,,Y,1961-08-11T00:00:00,USA,C. Ehlo,N,48,3,1983,Craig,,,Odessa Coll. TX (J.C.); Washington State/USA,Ehlo,Y,,Washington State,13.0,
1095,76651.0,"Eichhorst, Dick",Dick Eichhorst,0.0,1961,1961,HISTADD_dick_eichhorst,0.0,,,,,Y,1933-10-21T00:00:00,USA,D. Eichhorst,N,Undrafted,Undrafted,Undrafted,Dick,6-3, ,Southeast Missouri State/USA,Eichhorst,Y,Guard,Southeast Missouri State,0.0,200
1096,458.0,"Eisley, Howard",Howard Eisley,0.0,1994,2005,howard_eisley,0.0,,,,,Y,1972-12-04T00:00:00,USA,H. Eisley,N,30,2,1994,Howard,6-2,10,Boston College/USA,Eisley,Y,Guard,Boston College,11.0,185
1097,1918.0,"Ekezie, Obinna",Obinna Ekezie,0.0,1999,2004,obinna_ekezie,0.0,,,,,Y,1975-08-22T00:00:00,Nigeria,O. Ekezie,N,37,2,1999,Obinna,,,Maryland/Nigeria,Ekezie,Y,,Maryland,4.0,
1098,2064.0,"El-Amin, Khalid",Khalid El-Amin,0.0,2000,2002,khalid_el-amin,0.0,,,,,Y,1979-04-25T00:00:00,USA,K. El-Amin,N,34,2,2000,Khalid,5-10,11,Connecticut ''01/USA,El-Amin,Y,Guard,Connecticut,1.0,200
1099,76653.0,"Eliason, Don",Don Eliason,0.0,1946,1946,HISTADD_don_eliason,0.0,,,,,Y,1918-07-24T00:00:00,USA,D. Eliason,N,Undrafted,Undrafted,Undrafted,Don,6-2,14,Hamline/USA,Eliason,Y,Forward,Hamline,0.0,210
1100,53.0,"Elie, Mario",Mario Elie,0.0,1990,2000,mario_elie,0.0,,,,,Y,1963-11-26T00:00:00,USA,M. Elie,N,160,7,1985,Mario,6-5,17,American International/USA,Elie,Y,Guard-Forward,American International,10.0,225
1101,76655.0,"Ellefson, Ray",Ray Ellefson,0.0,1948,1950,HISTADD_ray_ellefson,0.0,,,,,Y,1922-11-18T00:00:00,USA,R. Ellefson,N,Undrafted,Undrafted,Undrafted,Ray,6-8, ,Oklahoma State; Colorado; West Texas A&M/USA,Ellefson,Y,Center,West Texas A&M,1.0,230
1102,1627740.0,"Ellenson, Henry",Henry Ellenson,1.0,2016,2018,henry_ellenson,1610612765.0,Detroit,Pistons,DET,pistons,Y,1997-01-13T00:00:00,USA,H. Ellenson,Y,18,1,2016,Henry,6-11,8,Marquette/USA,Ellenson,Y,Forward,Marquette,2.0,245
1103,201961.0,"Ellington, Wayne",Wayne Ellington,1.0,2009,2018,wayne_ellington,1610612748.0,Miami,Heat,MIA,heat,Y,1987-11-29T00:00:00,USA,W. Ellington,N,28,1,2009,Wayne,6-5,2,North Carolina/USA,Ellington,Y,Guard,North Carolina,9.0,200
1104,76656.0,"Elliott, Bob",Bob Elliott,0.0,1978,1980,HISTADD_bob_elliott,0.0,,,,,Y,1955-08-18T00:00:00,USA,B. Elliott,N,42,2,1977,Bob,6-9,54,Arizona/USA,Elliott,Y,Center,Arizona,2.0,225
1105,251.0,"Elliott, Sean",Sean Elliott,0.0,1989,2000,sean_elliott,0.0,,,,,Y,1968-02-02T00:00:00,USA,S. Elliott,N,3,1,1989,Sean,6-8,32,Arizona/USA,Elliott,Y,Forward,Arizona,11.0,220
1106,76658.0,"Ellis, Alexander",Alexander Ellis,0.0,1958,1959,HISTADD_boo_ellis,0.0,,,,,Y,1936-02-11T00:00:00,USA,A. Ellis,N,16,3,1958,Alexander,6-5,30,Niagara/USA,Ellis,Y,Forward,Niagara,1.0,185
1107,76664.0,"Ellis, Bo",Bo Ellis,0.0,1977,1979,HISTADD_bo_ellis,0.0,,,,,Y,1954-08-08T00:00:00,USA,B. Ellis,N,17,1,1977,Bo,6-9,31,Marquette/USA,Ellis,Y,Forward,Marquette,2.0,197
1108,107.0,"Ellis, Dale",Dale Ellis,0.0,1983,1999,dale_ellis,0.0,,,,,Y,1960-08-06T00:00:00,USA,D. Ellis,N,9,1,1983,Dale,,,Tennessee/USA,Ellis,Y,,Tennessee,16.0,
1109,1677.0,"Ellis, Harold",Harold Ellis,0.0,1993,1997,harold_ellis,0.0,,,,,Y,1970-10-07T00:00:00,USA,H. Ellis,N,Undrafted,Undrafted,Undrafted,Harold,6-5,3,Morehouse/USA,Ellis,Y,Forward-Guard,Morehouse,2.0,220
1110,76661.0,"Ellis, Joe",Joe Ellis,0.0,1966,1973,HISTADD_joe_ellis,0.0,,,,,Y,1944-05-03T00:00:00,USA,J. Ellis,N,13,2,1966,Joe,6-6,31,San Francisco/USA,Ellis,Y,Forward,San Francisco,7.0,175
1111,111.0,"Ellis, LaPhonso",LaPhonso Ellis,0.0,1992,2002,laphonso_ellis,0.0,,,,,Y,1970-05-05T00:00:00,USA,L. Ellis,N,5,1,1992,LaPhonso,6-8,3,Notre Dame ''92/USA,Ellis,Y,Forward,Notre Dame,11.0,240
1112,1034.0,"Ellis, LeRon",LeRon Ellis,0.0,1991,1995,leron_ellis,0.0,,,,,Y,1969-04-28T00:00:00,USA,L. Ellis,N,22,1,1991,LeRon,6-9,28,Kentucky; Syracuse/USA,Ellis,Y,Center,Syracuse,2.0,225
1113,76663.0,"Ellis, Leroy",Leroy Ellis,0.0,1962,1975,HISTADD_leroy_ellis,0.0,,,,,Y,1940-03-10T00:00:00,USA,L. Ellis,N,6,1,1962,Leroy,6-11,25,St. John's (N.Y.)/USA,Ellis,Y,Forward,St. John's (NY),13.0,210
1114,101145.0,"Ellis, Monta",Monta Ellis,0.0,2005,2016,monta_ellis,0.0,,,,,Y,1985-10-26T00:00:00,USA,M. Ellis,N,40,2,2005,Monta,6-3,11,"Lanier HS (Jackson, MS)/USA",Ellis,Y,Guard,"Lanier HS (Jackson, MS)",12.0,185
1115,442.0,"Ellison, Pervis",Pervis Ellison,0.0,1989,2000,pervis_ellison,0.0,,,,,Y,1967-04-03T00:00:00,USA,P. Ellison,N,1,1,1989,Pervis,,,Louisville/USA,Ellison,Y,,Louisville,10.0,
1116,600010.0,"Elmore, Len",Len Elmore,0.0,1976,1983,HISTADD_len_elmore,0.0,,,,,Y,1952-03-28T00:00:00,USA,L. Elmore,N,13,1,1974,Len,6-10,44,Maryland/USA,Elmore,Y,Center,Maryland,7.0,220
1117,1922.0,"Elson, Francisco",Francisco Elson,0.0,2003,2011,francisco_elson,0.0,,,,,Y,1976-02-28T00:00:00,Netherlands,F. Elson,N,41,2,1999,Francisco,,,California/Netherlands,Elson,Y,,California,8.0,
1118,76667.0,"Elston, Darrell",Darrell Elston,0.0,1976,1976,HISTADD_darrell_elston,0.0,,,,,Y,1952-08-15T00:00:00,USA,D. Elston,N,43,3,1974,Darrell,6-3,15,North Carolina/USA,Elston,Y,Guard,North Carolina,0.0,190
1119,2408.0,"Ely, Melvin",Melvin Ely,0.0,2002,2013,melvin_ely,0.0,,,,,Y,1978-05-02T00:00:00,USA,M. Ely,Y,12,1,2002,Melvin,6-10,4,Fresno State/USA,Ely,Y,Center-Forward,Fresno State,8.0,260
1120,203954.0,"Embiid, Joel",Joel Embiid,1.0,2014,2018,joel_embiid,1610612755.0,Philadelphia,76ers,PHI,sixers,Y,1994-03-16T00:00:00,Cameroon,J. Embiid,N,3,1,2014,Joel,7-0,21,Kansas/Cameroon,Embiid,Y,Forward-Center,Kansas,2.0,250
1121,76668.0,"Embry, Wayne",Wayne Embry,0.0,1958,1968,HISTADD_wayne_embry,0.0,,,,,Y,1937-03-26T00:00:00,USA,W. Embry,N,22,3,1958,Wayne,6-8,15,Miami (Ohio)/USA,Embry,Y,Center,Miami (OH),10.0,240
1122,2765.0,"Emmett, Andre",Andre Emmett,0.0,2004,2011,andre_emmett,0.0,,,,,Y,1982-08-27T00:00:00, ,A. Emmett,Y,35,2,2004,Andre,,,Texas Tech,Emmett,Y,,Texas Tech,2.0,
1123,76669.0,"Endress, Ned",Ned Endress,0.0,1946,1946,HISTADD_ned_endress,0.0,,,,,Y,1918-03-02T00:00:00,USA,N. Endress,N,Undrafted,Undrafted,Undrafted,Ned,6-2,,Akron/USA,Endress,Y,Forward,Akron,0.0,200
1124,76670.0,"Engler, Chris",Chris Engler,0.0,1982,1987,HISTADD_chris_engler,0.0,,,,,Y,1959-03-01T00:00:00,USA,C. Engler,N,60,3,1982,Chris,6-11,50,Minnesota; Wyoming/USA,Engler,Y,Center,Wyoming,4.0,245
1125,76671.0,"Englestad, Wayne",Wayne Englestad,0.0,1988,1988,HISTADD_wayne_englestad,0.0,,,,,Y,1963-12-06T00:00:00,USA,W. Englestad,N,Undrafted,Undrafted,Undrafted,Wayne,6-8,43,California-Irvine/USA,Englestad,Y,Forward,California-Irvine,0.0,245
1126,76672.0,"English, A.J.",A.J. English,0.0,1990,1991,HISTADD_aj_english,0.0,,,,,Y,1967-07-11T00:00:00,USA,A. English,N,37,2,1990,A.J.,6-3,14,Virginia Union/USA,English,Y,Guard,Virginia Union,1.0,175
1127,76673.0,"English, Alex",Alex English,0.0,1976,1990,HISTADD_alex_english,0.0,,,,,Y,1954-01-05T00:00:00,USA,A. English,N,23,2,1976,Alex,6-8,2,South Carolina/USA,English,Y,Forward,South Carolina,14.0,190
1128,76674.0,"English, Claude",Claude English,0.0,1970,1970,HISTADD_claude_english,0.0,,,,,Y,1946-12-26T00:00:00,USA,C. English,N,110,7,1970,Claude,6-4,15,Christian Coll. of the Southwest TX (J.C; Rhode Is,English,Y,Guard,Rhode Island,0.0,185
1129,76676.0,"English, Jojo",Jojo English,0.0,1992,1994,HISTADD_jo_jo_english,0.0,,,,,Y,1970-02-04T00:00:00,USA,J. English,N,Undrafted,Undrafted,Undrafted,Jojo,6-4,3,South Carolina/USA,English,Y,Guard,South Carolina,2.0,195
1130,203119.0,"English, Kim",Kim English,0.0,2012,2012,kim_english,0.0,,,,,Y,1988-09-24T00:00:00,USA,K. English,Y,44,2,2012,Kim,6-6,24,Missouri/USA,English,Y,Guard,Missouri,1.0,200
1131,76675.0,"English, Scott",Scott English,0.0,1972,1972,HISTADD_scott_english,0.0,,,,,Y,1950-10-20T00:00:00,USA,S. English,N,33,3,1972,Scott,6-6,14,Texas-El Paso; North Carolina/USA,English,Y,Forward,Texas-El Paso,0.0,205
1132,76677.0,"Englund, Gene",Gene Englund,0.0,1949,1949,HISTADD_gene_englund,0.0,,,,,Y,1917-10-21T00:00:00,USA,G. Englund,N,Undrafted,Undrafted,Undrafted,Gene,6-4,10,Wisconsin/USA,Englund,Y,Forward,Wisconsin,0.0,205
1133,203898.0,"Ennis, Tyler",Tyler Ennis,1.0,2014,2017,tyler_ennis,1610612747.0,Los Angeles,Lakers,LAL,lakers,Y,1994-08-24T00:00:00,Canada,T. Ennis,Y,18,1,2014,Tyler,6-3,10,Syracuse/Canada,Ennis,Y,Guard,Syracuse,3.0,194
1134,203516.0,"Ennis III, James",James Ennis III,1.0,2014,2018,james_ennis iii,1610612765.0,Detroit,Pistons,DET,pistons,Y,1990-07-01T00:00:00,USA,J. Ennis III,Y,50,2,2013,James,6-7,8,Long Beach State/USA,Ennis III,Y,Forward,Long Beach State,4.0,210
1135,76678.0,"Epps, Ray",Ray Epps,0.0,1978,1978,HISTADD_ray_epps,0.0,,,,,Y,1956-08-20T00:00:00,USA,R. Epps,N,104,5,1977,Ray,6-6,32,Norfolk State/USA,Epps,Y,Forward,Norfolk State,0.0,195
1136,201623.0,"Erden, Semih",Semih Erden,0.0,2010,2011,semih_erden,0.0,,,,,Y,1986-07-28T00:00:00,Turkey,S. Erden,N,60,2,2008,Semih,7-0,9,Fenerbahce Ulker/Turkey,Erden,Y,Center,Turkey,2.0,240
1137,76679.0,"Erias, Bo",Bo Erias,0.0,1957,1957,HISTADD_bo_erias,0.0,,,,,Y,1932-07-30T00:00:00,USA,B. Erias,N,43,5,1954,Bo,6-3, ,Niagara/USA,Erias,Y,Forward,Niagara,0.0,220
1138,76680.0,"Erickson, Keith",Keith Erickson,0.0,1965,1976,HISTADD_keith_erickson,0.0,,,,,Y,1944-04-19T00:00:00,USA,K. Erickson,N,18,3,1965,Keith,6-5,14,UCLA/USA,Erickson,Y,Forward,UCLA,11.0,195
1139,76681.0,"Erving, Julius",Julius Erving,0.0,1976,1986,HISTADD_julius_erving,0.0,,,,,Y,1950-02-22T00:00:00,USA,J. Erving,N,12,1,1972,Julius,6-7,6,Massachusetts/USA,Erving,Y,Forward,Massachusetts,10.0,200
1140,1915.0,"Eschmeyer, Evan",Evan Eschmeyer,0.0,1999,2003,evan_eschmeyer,0.0,,,,,Y,1975-05-30T00:00:00,USA,E. Eschmeyer,N,34,2,1999,Evan,6-11,00,Northwestern ''99/USA,Eschmeyer,Y,Center,Northwestern,4.0,250
1141,76682.0,"Eskridge, Jack",Jack Eskridge,0.0,1948,1948,HISTADD_jack_eskridge,0.0,,,,,Y,1924-01-21T00:00:00,USA,J. Eskridge,N,Undrafted,Undrafted,Undrafted,Jack,6-5,,Kansas/USA,Eskridge,Y,Center,Kansas,0.0,200
1142,76683.0,"Esposito, Vincenzo",Vincenzo Esposito,0.0,1995,1995,HISTADD_vincenzo_esposito,0.0,,,,,Y,1969-03-01T00:00:00,USA,V. Esposito,N,Undrafted,Undrafted,Undrafted,Vincenzo,6-3,4,No College/USA,Esposito,Y,Guard,,0.0,198
1143,1629234.0,"Eubanks, Drew",Drew Eubanks,0.0,2018,2018,drew_eubanks,0.0,,,,,Y,,,,,,,,,,,,,,,,,
1144,76687.0,"Evans, Bob",Bob Evans,0.0,1949,1949,HISTADD_bob_evans,0.0,,,,,Y,1925-05-31T00:00:00,USA,B. Evans,N,,4,1949,Bob,6-2,,Indiana; Butler/USA,Evans,Y,Guard,Butler,0.0,175
1145,967.0,"Evans, Brian",Brian Evans,0.0,1996,1998,brian_evans,0.0,,,,,Y,1973-09-13T00:00:00,USA,B. Evans,N,27,1,1996,Brian,,,Indiana/USA,Evans,Y,,Indiana,2.0,
1146,76685.0,"Evans, Earl",Earl Evans,0.0,1979,1979,HISTADD_earl_evans,0.0,,,,,Y,1955-11-11T00:00:00,USA,E. Evans,N,157,8,1978,Earl,6-8,,USC; Nevada-Las Vegas/USA,Evans,Y,Forward,Nevada-Las Vegas,0.0,202
1147,1628980.0,"Evans, Jacob",Jacob Evans,0.0,2018,2018,jacob_evans,0.0,,,,,Y,1997-06-18T00:00:00,USA,J. Evans,Y,28,1,2018,Jacob,6-6,10,University of Cincinnati/USA,Evans,Y,Guard,Cincinnati,0.0,210
1148,1628393.0,"Evans, Jawun",Jawun Evans,1.0,2017,2018,jawun_evans,1610612746.0,LA,Clippers,LAC,clippers,Y,1996-07-26T00:00:00,USA,J. Evans,Y,39,2,2017,Jawun,6-0,0,Oklahoma State/USA,Evans,Y,Guard,Oklahoma State,1.0,190
1149,202379.0,"Evans, Jeremy",Jeremy Evans,1.0,2010,2017,jeremy_evans,1610612737.0,Atlanta,Hawks,ATL,hawks,Y,1987-10-24T00:00:00,USA,J. Evans,Y,55,2,2010,Jeremy,6-9,6,Western Kentucky/USA,Evans,Y,Forward,Western Kentucky,6.0,200
1150,2230.0,"Evans, Maurice",Maurice Evans,0.0,2001,2011,maurice_evans,0.0,,,,,Y,1978-11-08T00:00:00,USA,M. Evans,N,Undrafted,Undrafted,Undrafted,Maurice,6-5,6,Texas/USA,Evans,Y,Guard-Forward,Texas,9.0,220
1151,76686.0,"Evans, Mike",Mike Evans,0.0,1979,1987,HISTADD_mike_evans,0.0,,,,,Y,1955-04-19T00:00:00,USA,M. Evans,N,21,1,1978,Mike,6-1,5,Kansas State/USA,Evans,Y,Guard,Kansas State,8.0,170
1152,2501.0,"Evans, Reggie",Reggie Evans,0.0,2002,2014,reggie_evans,0.0,,,,,Y,1980-05-18T00:00:00,USA,R. Evans,N,Undrafted,Undrafted,Undrafted,Reggie,6-8,30,Iowa/USA,Evans,Y,Center-Forward,Iowa,12.0,245
1153,201936.0,"Evans, Tyreke",Tyreke Evans,1.0,2009,2018,tyreke_evans,1610612763.0,Memphis,Grizzlies,MEM,grizzlies,Y,1989-09-19T00:00:00,USA,T. Evans,N,4,1,2009,Tyreke,6-6,12,Memphis/USA,Evans,Y,Guard,Memphis,9.0,220
1154,101137.0,"Ewing, Daniel",Daniel Ewing,0.0,2005,2006,daniel_ewing,0.0,,,,,Y,1983-03-26T00:00:00,USA,D. Ewing,N,32,2,2005,Daniel,6-3,3,Duke/USA,Ewing,Y,Guard,Duke,1.0,185
1155,121.0,"Ewing, Patrick",Patrick Ewing,0.0,1985,2001,patrick_ewing,0.0,,,,,Y,1962-08-05T00:00:00,Jamaica,P. Ewing,N,1,1,1985,Patrick,7-0,33,Georgetown/Jamaica,Ewing,Y,Center,Georgetown,16.0,255
1156,201607.0,"Ewing, Patrick",Patrick Ewing,0.0,2010,2010,patrick_ewing,0.0,,,,,Y,1984-05-20T00:00:00,USA,P. Ewing,Y,43,2,2008,Patrick,6-8,22,Georgetown/USA,Ewing,Y,Forward,Georgetown,1.0,235
1157,203957.0,"Exum, Dante",Dante Exum,1.0,2014,2018,dante_exum,1610612762.0,Utah,Jazz,UTA,jazz,Y,1995-07-13T00:00:00,Australia,D. Exum,N,5,1,2014,Dante,6-6,11,Australia/Australia,Exum,Y,Guard,,3.0,190
1158,201963.0,"Eyenga, Christian",Christian Eyenga,0.0,2010,2011,christian_eyenga,0.0,,,,,Y,1989-06-22T00:00:00,Congo,C. Eyenga,Y,30,1,2009,Christian,6-7,88,DKV Joventut/Congo,Eyenga,Y,Forward,"Kinshasa, DRC",2.0,210
1159,203105.0,"Ezeli, Festus",Festus Ezeli,0.0,2012,2016,festus_ezeli,0.0,,,,,Y,1989-10-21T00:00:00,Nigeria,F. Ezeli,Y,30,1,2012,Festus,6-11,31,Vanderbilt/Nigeria,Ezeli,Y,Center,Vanderbilt,3.0,265
1160,76689.0,"Ezersky, Johnny",Johnny Ezersky,0.0,1947,1949,HISTADD_johnny_ezersky,0.0,,,,,Y,1905-04-04T00:00:00,USA,J. Ezersky,N,,,1947,Johnny,,,Rhode Island/USA,Ezersky,Y,,Rhode Island,2.0,
1161,76690.0,"Fabel, Joe",Joe Fabel,0.0,1946,1946,HISTADD_joe_fabel,0.0,,,,,Y,1913-09-04T00:00:00,USA,J. Fabel,N,Undrafted,Undrafted,Undrafted,Joe,6-1,,Pittsburgh/USA,Fabel,Y,Forward,Pittsburgh,0.0,190
1162,76691.0,"Fairchild, John",John Fairchild,0.0,1965,1965,HISTADD_john_fairchild,0.0,,,,,Y,1943-04-28T00:00:00,USA,J. Fairchild,N,16,2,1965,John,6-7,33,Palomar Coll. CA (J.C.); Brigham Young/USA,Fairchild,Y,Forward,Brigham Young,0.0,205
1163,76692.0,"Farbman, Phil",Phil Farbman,0.0,1948,1948,HISTADD_phil_farbman,0.0,,,,,Y,1924-04-03T00:00:00,USA,P. Farbman,N,Undrafted,Undrafted,Undrafted,Phil,6-1,8,CCNY; Brooklyn College/USA,Farbman,Y,Forward,City College of New York,0.0,185
1164,202702.0,"Faried, Kenneth",Kenneth Faried,1.0,2011,2018,kenneth_faried,1610612743.0,Denver,Nuggets,DEN,nuggets,Y,1989-11-19T00:00:00,USA,K. Faried,N,22,1,2011,Kenneth,6-8,35,Morehead State/USA,Faried,Y,Forward-Center,Morehead State,7.0,220
1165,76693.0,"Farley, Dick",Dick Farley,0.0,1954,1958,HISTADD_dick_farley,0.0,,,,,Y,1932-04-13T00:00:00,USA,D. Farley,N,15,2,1954,Dick,6-4,22,Indiana/USA,Farley,Y,Guard,Indiana,2.0,190
1166,200770.0,"Farmar, Jordan",Jordan Farmar,0.0,2006,2016,jordan_farmar,0.0,,,,,Y,1986-11-30T00:00:00,USA,J. Farmar,Y,26,1,2006,Jordan,,,UCLA/USA,Farmar,Y,,UCLA,9.0,
1167,2824.0,"Farmer, Desmon",Desmon Farmer,0.0,2006,2008,desmon_farmer,0.0,,,,,Y,1981-10-07T00:00:00, ,D. Farmer,Y,Undrafted,Undrafted,Undrafted,Desmon,,,USC/USA,Farmer,Y,,Southern California,1.0,
1168,76695.0,"Farmer, Jim",Jim Farmer,0.0,1987,1993,HISTADD_jim_farmer,0.0,,,,,Y,1964-09-23T00:00:00,USA,J. Farmer,N,20,1,1987,Jim,6-4,22,Alabama/USA,Farmer,Y,Forward,Alabama,4.0,190
1169,76694.0,"Farmer, Mike",Mike Farmer,0.0,1958,1965,HISTADD_mike_farmer,0.0,,,,,Y,1936-09-26T00:00:00,USA,M. Farmer,N,3,1,1958,Mike,6-7,12,San Francisco/USA,Farmer,Y,Forward,San Francisco,6.0,210
1170,1108.0,"Farmer, Tony",Tony Farmer,0.0,1997,1999,tony_farmer,0.0,,,,,Y,1970-01-03T00:00:00,USA,T. Farmer,N,Undrafted,Undrafted,Undrafted,Tony,6-9,8,Nebraska/USA,Farmer,Y,Forward,Nebraska,2.0,244
1171,76696.0,"Faught, Bob",Bob Faught,0.0,1946,1946,HISTADD_bob_faught,0.0,,,,,Y,1921-09-02T00:00:00,USA,B. Faught,N,Undrafted,Undrafted,Undrafted,Bob,6-5,,Notre Dame/USA,Faught,Y,Forward,Notre Dame,0.0,185
1172,203543.0,"Faverani, Vitor",Vitor Faverani,0.0,2013,2013,vitor_faverani,0.0,,,,,Y,1988-05-05T00:00:00,Brazil,V. Faverani,Y,Undrafted,Undrafted,Undrafted,Vitor,6-11,38,Brazil,Faverani,Y,Center,,1.0,260
1173,202324.0,"Favors, Derrick",Derrick Favors,1.0,2010,2018,derrick_favors,1610612762.0,Utah,Jazz,UTA,jazz,Y,1991-07-15T00:00:00,USA,D. Favors,N,3,1,2010,Derrick,6-10,15,Georgia Tech/USA,Favors,Y,Forward-Center,Georgia Tech,8.0,265
1174,201174.0,"Fazekas, Nick",Nick Fazekas,0.0,2007,2007,nick_fazekas,0.0,,,,,Y,1985-06-17T00:00:00,USA,N. Fazekas,Y,34,2,2007,Nick,6-11,20,Nevada-Reno/USA,Fazekas,Y,Forward,Nevada,1.0,235
1175,76697.0,"Fedor, Dave",Dave Fedor,0.0,1962,1962,HISTADD_dave_fedor,0.0,,,,,Y,1940-12-10T00:00:00,USA,D. Fedor,N,23,3,1962,Dave,6-6,17,Florida State/USA,Fedor,Y,Forward,Florida State,0.0,190
1176,76698.0,"Feerick, Bob",Bob Feerick,0.0,1946,1949,HISTADD_bob_feerick,0.0,,,,,Y,1920-01-02T00:00:00,USA,B. Feerick,N,Undrafted,Undrafted,Undrafted,Bob,6-3,,Santa Clara/USA,Feerick,Y,Guard,Santa Clara,3.0,190
1177,76699.0,"Feher, Butch",Butch Feher,0.0,1976,1976,HISTADD_butch_feher,0.0,,,,,Y,1954-05-19T00:00:00,USA,B. Feher,N,33,2,1976,Butch,6-4,7,Vanderbilt/USA,Feher,Y,Guard,Vanderbilt,0.0,185
1178,994.0,"Feick, Jamie",Jamie Feick,0.0,1996,2002,jamie_feick,0.0,,,,,Y,1974-07-03T00:00:00,USA,J. Feick,N,48,2,1996,Jamie,6-8,14,Michigan State ''96/USA,Feick,Y,Forward,Michigan State,5.0,255
1179,76701.0,"Feiereisel, Ron",Ron Feiereisel,0.0,1955,1955,HISTADD_ron_feiereisel,0.0,,,,,Y,1931-08-06T00:00:00,USA,R. Feiereisel,N,,,1953,Ron,6-3,22,DePaul/USA,Feiereisel,Y,Guard,DePaul,0.0,185
1180,76702.0,"Feigenbaum, George",George Feigenbaum,0.0,1949,1952,HISTADD_george_feigenbaum,0.0,,,,,Y,1929-07-02T00:00:00,USA,G. Feigenbaum,N,Undrafted,Undrafted,Undrafted,George,6-1, ,Long Island University; Kentucky/USA,Feigenbaum,Y,Guard,Kentucky,1.0,185
1181,76703.0,"Feitl, Dave",Dave Feitl,0.0,1986,1991,HISTADD_dave_feitl,0.0,,,,,Y,1962-06-08T00:00:00,USA,D. Feitl,N,43,2,1986,Dave,6-11,45,Texas-El Paso/USA,Feitl,Y,Center,Texas-El Paso,4.0,235
